Timestamp,A,Anomaly_A,B,Anomaly_B,C,Anomaly_C,D,Anomaly_D,E,Anomaly_E,F,Anomaly_F,G,Anomaly_G,H,Anomaly_H,I,Anomaly_I,J,Anomaly_J
2023-02-01 06:45:00,7746.0,0,7.0,0,1021.0,0,866.0,0,120.0,0,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-01 07:00:00,6719.0,0,7.0,0,673.0,0,999.0,0,116.0,0,7.0,0,0.0,0,0.0,0,0.7697591515266294,0,0.0,0
2023-02-01 07:15:00,5365.0,0,10.0,0,956.0,0,594.0,0,134.0,0,8.0,0,0.0,0,0.0,0,0.1110370180399291,0,0.0,0
2023-02-01 07:30:00,4273.0,0,7.0,0,1067.0,0,829.0,0,128.0,0,3.0,0,0.0,0,0.0,0,1.7483932705805496,0,0.0,0
2023-02-01 07:45:00,3608.0,0,9.0,0,962.0,0,797.0,0,158.0,0,6.0,0,0.0,0,0.0,0,0.9867622709395888,0,0.0,0
2023-02-01 08:00:00,3652.0,0,7.0,0,783.0,0,819.0,0,160.0,0,9.0,0,0.0,0,0.0,0,3.437999912430779,0,0.0,0
2023-02-01 08:15:00,5105.0,0,8.0,0,856.0,0,525.0,0,141.0,0,2.0,0,0.0,0,0.0,0,5.949772947374616,0,0.0,0
2023-02-01 08:30:00,4266.0,0,11.0,0,771.0,0,574.0,0,152.0,0,3.0,0,0.0,0,0.0,0,0.0825079495266857,0,0.0,0
2023-02-01 08:45:00,4882.0,0,8.0,0,637.0,0,759.0,0,165.0,0,11.0,0,0.0,0,0.0,0,0.703496096917792,0,0.0,0
2023-02-01 09:00:00,4765.0,0,10.0,0,726.0,0,777.0,0,158.0,0,8.0,0,25.051486135007504,0,0.0,0,0.0,0,0.0,0
2023-02-01 09:15:00,4650.0,0,10.0,0,756.0,0,537.0,0,164.0,0,1.0,0,0.0,0,0.0,0,0.6921836410453709,0,0.0,0
2023-02-01 09:30:00,3558.0,0,7.0,0,602.0,0,699.0,0,155.0,0,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-01 09:45:00,4681.0,0,10.0,0,713.0,0,576.0,0,157.0,0,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-01 10:00:00,4526.0,0,7.0,0,714.0,0,900.0,0,190.0,0,2.0,0,0.0,0,0.0,0,0.4130614252611453,0,0.0,0
2023-02-01 10:15:00,4523.0,0,7.0,0,698.0,0,525.0,0,175.0,0,1.0,0,0.0,0,0.0,0,0.2986858265304427,0,0.0,0
2023-02-01 10:30:00,4881.0,0,6.0,0,695.0,0,919.0,0,193.0,0,4.0,0,0.0,0,0.0,0,0.1734499055735396,0,0.0,0
2023-02-01 10:45:00,4786.0,0,6.0,0,785.0,0,937.0,0,170.0,0,3.0,0,0.0,0,0.0,0,0.2227181756393405,0,0.0,0
2023-02-01 11:00:00,3251.0,0,10.0,0,649.0,0,779.0,0,188.0,0,4.0,0,0.0,0,0.0,0,3.037658276704649,0,0.0,0
2023-02-01 11:15:00,5129.0,0,10.0,0,743.0,0,655.0,0,193.0,0,3.0,0,0.0,0,0.0,0,0.1785908807612505,0,0.0,0
2023-02-01 11:30:00,3406.0,0,10.0,0,672.0,0,619.0,0,192.0,0,10.0,0,0.0,0,0.0,0,3.10168363341466,0,0.0,0
2023-02-01 11:45:00,3724.0,0,8.0,0,788.0,0,740.0,0,182.0,0,3.0,0,0.0,0,0.0,0,1.0853265900668858,0,0.0,0
2023-02-01 12:00:00,3326.0,0,7.0,0,777.0,0,494.0,0,207.0,0,2.0,0,0.0,0,0.0,0,3.920814629491324,0,0.0,0
2023-02-01 12:15:00,3432.0,0,9.0,0,751.0,0,545.0,0,200.0,0,1.0,0,0.0,0,0.0,0,1.0378275437541775,0,0.0,0
2023-02-01 12:30:00,5189.0,0,6.0,0,712.0,0,594.0,0,197.0,0,2.0,0,0.0,0,0.0,0,0.6056733597662887,0,0.0,0
2023-02-01 12:45:00,3899.0,0,10.0,0,618.0,0,522.0,0,193.0,0,10.0,0,0.0,0,0.0,0,3.569133246129867,0,0.0,0
2023-02-01 13:00:00,4247.0,0,6.0,0,786.0,0,331.0,0,190.0,0,10.0,0,0.0,0,0.0,0,0.0706714927428934,0,0.0,0
2023-02-01 13:15:00,3339.0,0,10.0,0,789.0,0,405.0,0,193.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-01 13:30:00,4911.0,0,9.0,0,685.0,0,369.0,0,173.0,0,8.0,0,0.0,0,0.0,0,0.5696033241128443,0,0.0,0
2023-02-01 13:45:00,4447.0,0,7.0,0,650.0,0,651.0,0,186.0,0,3.0,0,0.0,0,0.0,0,0.4244663884429469,0,12.950632565123724,0
2023-02-01 14:00:00,5475.0,0,9.0,0,702.0,0,376.0,0,171.0,0,14.0,0,0.0,0,0.0,0,0.5228262096687424,0,0.0,0
2023-02-01 14:15:00,4927.0,0,9.0,0,867.0,0,397.0,0,164.0,0,3.0,0,0.0,0,0.0,0,0.4742801587607743,0,0.0,0
2023-02-01 14:30:00,4224.0,0,9.0,0,926.0,0,576.0,0,171.0,0,11.0,0,0.0,0,0.0,0,0.5280656288940488,0,0.0,0
2023-02-01 14:45:00,5718.0,0,7.0,0,961.0,0,965.0,0,161.0,0,19.0,0,0.0,0,0.0,0,0.975399592855463,0,0.0,0
2023-02-01 15:00:00,5722.0,0,9.0,0,1243.0,0,700.0,0,161.0,0,7.0,0,0.0,0,1.2997129675453667,0,0.0,0,0.0,0
2023-02-01 15:15:00,6798.0,0,9.0,0,1248.0,0,780.0,0,138.0,0,8.0,0,14.287270460900045,0,0.0,0,0.1463989893284519,0,0.0,0
2023-02-01 15:30:00,7366.0,0,10.0,0,1245.0,0,999.0,0,142.0,0,13.0,0,0.0,0,0.0,0,0.9839168962374704,0,0.0,0
2023-02-01 15:45:00,7178.0,0,9.0,0,1004.0,0,1023.0,0,150.0,0,7.0,0,0.0,0,0.0,0,0.7484094986906047,0,0.0,0
2023-02-01 16:00:00,6543.0,0,7.0,0,1328.0,0,871.0,0,141.0,0,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-01 16:15:00,9259.0,0,9.0,0,1063.0,0,1072.0,0,124.0,0,19.0,0,0.0,0,0.0,0,0.8387804889181498,0,0.0,0
2023-02-01 16:30:00,7240.0,0,12.0,0,1400.0,0,1376.0,0,121.0,0,22.0,0,17.179687276170533,0,0.0,0,0.0,0,0.0,0
2023-02-01 16:45:00,9642.0,0,7.0,0,1254.0,0,1354.0,0,123.0,0,31.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-01 17:00:00,8962.0,0,11.0,0,804.0,0,1080.0,0,116.0,0,16.0,0,0.0,0,0.0,0,7.89227702977431,0,0.0,0
2023-02-01 17:15:00,6438.0,0,7.0,0,822.0,0,1364.0,0,109.0,0,5.0,0,0.0,0,0.0,0,0.632398476888276,0,0.0,0
2023-02-01 17:30:00,7904.0,0,11.0,0,737.0,0,1063.0,0,107.0,0,12.0,0,35.19660726529602,0,0.0,0,0.5038004477045186,0,0.0,0
2023-02-01 17:45:00,6269.0,0,7.0,0,925.0,0,1260.0,0,112.0,0,20.0,0,0.0,0,0.0,0,0.862377429774583,0,0.0,0
2023-02-01 18:00:00,4485.0,0,8.0,0,1142.0,0,805.0,0,108.0,0,9.0,0,0.0,0,0.0,0,0.2184626675105671,0,0.0,0
2023-02-01 18:15:00,5406.0,0,9.0,0,777.0,0,823.0,0,100.0,0,6.0,0,0.0,0,0.0,0,0.7809796318957717,0,0.0,0
2023-02-01 18:30:00,4351.0,0,8.0,0,912.0,0,739.0,0,95.0,0,9.0,0,0.0,0,0.0,0,0.7611456145400904,0,0.0,0
2023-02-01 18:45:00,3276.0,0,7.0,0,999.0,0,922.0,0,79.0,0,11.0,0,0.0,0,0.0,0,0.8543577166364957,0,0.0,0
2023-02-01 19:00:00,3196.0,0,10.0,0,780.0,0,789.0,0,81.0,0,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-01 19:15:00,3359.0,0,8.0,0,885.0,0,916.0,0,75.0,0,1.0,0,0.0,0,0.0,0,0.7078478160549301,0,0.0,0
2023-02-01 19:30:00,3468.0,0,8.0,0,531.0,0,999.0,0,70.0,0,5.0,0,0.0,0,0.0,0,0.9185923397874186,0,0.0,0
2023-02-01 19:45:00,2942.0,0,7.0,0,802.0,0,774.0,0,57.0,0,4.0,0,12.122502524056925,0,0.0,0,0.8276928377889132,0,0.0,0
2023-02-01 20:00:00,3069.0,0,5.0,0,582.0,0,872.0,0,58.0,0,1.0,0,0.0,0,0.9665681846776362,0,0.733613540461628,0,0.0,0
2023-02-01 20:15:00,2724.0,0,9.0,0,451.0,0,512.0,0,55.0,0,1.0,0,121.73748324446171,0,0.0,0,0.197458082932316,0,0.0,0
2023-02-01 20:30:00,2742.0,0,6.0,0,445.0,0,777.0,0,48.0,0,4.0,0,0.0,0,0.0,0,1.1083346111445622,0,0.0,0
2023-02-01 20:45:00,3323.0,0,8.0,0,608.0,0,551.0,0,49.0,0,1.0,0,0.0,0,0.0,0,0.299127838058129,0,0.0,0
2023-02-01 21:00:00,2708.0,0,6.0,0,348.0,0,414.0,0,46.0,0,2.0,0,0.0,0,0.0,0,3.0315421475517628,0,0.0,0
2023-02-01 21:15:00,2528.0,0,5.0,0,369.0,0,402.0,0,46.0,0,3.0,0,0.0,0,0.0,0,0.644186150687148,0,0.0,0
2023-02-01 21:30:00,2644.0,0,8.0,0,273.0,0,558.0,0,38.0,0,2.0,0,0.0,0,0.0,0,0.2881739041529318,0,0.0,0
2023-02-01 21:45:00,2589.0,0,7.0,0,362.0,0,293.0,0,41.0,0,2.0,0,0.0,0,0.0,0,3.908583827266977,0,0.0,0
2023-02-01 22:00:00,1588.0,0,6.0,0,264.0,0,269.0,0,42.0,0,2.0,0,21.75599515865261,0,0.0,0,0.3561061575338954,0,0.0,0
2023-02-01 22:15:00,1353.0,0,6.0,0,298.0,0,341.0,0,38.0,0,1.0,0,0.0,0,0.0,0,0.4793061505854346,0,0.0,0
2023-02-01 22:30:00,1303.0,0,4.0,0,289.0,0,241.0,0,33.0,0,2.0,0,0.0,0,0.0,0,0.576867420403293,0,0.0,0
2023-02-01 22:45:00,1576.0,0,4.0,0,135.0,0,140.0,0,36.0,0,2.0,0,0.0,0,0.0,0,0.1851660511145774,0,0.0,0
2023-02-01 23:00:00,1462.0,0,5.0,0,143.0,0,223.0,0,30.0,0,0.0,0,0.0,0,1.689024452456826,0,0.6614661071958563,0,0.0,0
2023-02-01 23:15:00,780.0,0,4.0,0,132.0,0,118.0,0,31.0,0,1.0,0,0.0,0,0.0,0,0.4889496317010022,0,0.0,0
2023-02-01 23:30:00,512.0,0,4.0,0,121.0,0,100.0,0,30.0,0,0.0,0,0.0,0,0.0,0,0.4273101825679802,0,0.0,0
2023-02-01 23:45:00,761.0,0,3.0,0,64.0,0,62.0,0,32.0,0,0.0,0,0.0,0,0.0,0,1.8829694440091207,0,0.0,0
2023-02-02 00:00:00,350.0,0,4.0,0,54.0,0,56.0,0,32.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-02 00:15:00,520.0,0,6.0,0,34.0,0,11.0,0,31.0,0,0.0,0,0.0,0,0.0,0,0.5621558685397736,0,0.0,0
2023-02-02 00:30:00,535.0,0,6.0,0,67.0,0,5.0,0,29.0,0,0.0,0,0.0,0,0.0,0,0.0400039982416253,0,0.0,0
2023-02-02 00:45:00,819.0,0,6.0,0,41.0,0,34.0,0,30.0,0,1.0,0,0.0,0,0.0,0,10.489078335677052,0,0.0,0
2023-02-02 01:00:00,491.0,0,5.0,0,65.0,0,47.0,0,30.0,0,2.0,0,14.026255651325318,0,0.0,0,0.7992386672715126,0,0.0,0
2023-02-02 01:15:00,431.0,0,6.0,0,68.0,0,68.0,0,31.0,0,0.0,0,0.0,0,0.0,0,0.8376328281204268,0,0.0,0
2023-02-02 01:30:00,504.0,0,6.0,0,47.0,0,43.0,0,27.0,0,0.0,0,0.0,0,0.0,0,0.6799198803690522,0,0.0,0
2023-02-02 01:45:00,514.0,0,5.0,0,57.0,0,104.0,0,31.0,0,0.0,0,0.0,0,0.0,0,1.1130564785526964,0,0.0,0
2023-02-02 02:00:00,581.0,0,5.0,0,60.0,0,75.0,0,27.0,0,1.0,0,0.0,0,0.0,0,1.0377401849407122,0,0.0,0
2023-02-02 02:15:00,363.0,0,8.0,0,63.0,0,57.0,0,30.0,0,1.0,0,0.0,0,0.0,0,0.4000343753470725,0,0.0,0
2023-02-02 02:30:00,513.0,0,6.0,0,38.0,0,18.0,0,30.0,0,0.0,0,0.0,0,0.0,0,0.5003314643571438,0,0.0,0
2023-02-02 02:45:00,404.0,0,5.0,0,31.0,0,5.0,0,32.0,0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-02 03:00:00,398.0,0,8.0,0,38.0,0,10.0,0,31.0,0,1.0,0,0.0,0,0.0,0,1.0240556105938496,0,0.0,0
2023-02-02 03:15:00,216.0,0,8.0,0,45.0,0,48.0,0,30.0,0,0.0,0,3.6864270696062578,0,0.0,0,2.005655919294415,0,0.0,0
2023-02-02 03:30:00,366.0,0,7.0,0,86.0,0,50.0,0,28.0,0,2.0,0,0.0,0,0.0,0,1.2691770924165768,0,0.0,0
2023-02-02 03:45:00,341.0,0,8.0,0,226.0,0,131.0,0,30.0,0,0.0,0,0.0,0,0.0,0,0.3673710780317563,0,0.0,0
2023-02-02 04:00:00,954.0,0,7.0,0,295.0,0,234.0,0,27.0,0,1.0,0,0.0,0,0.0,0,0.7377162364917335,0,0.0,0
2023-02-02 04:15:00,1279.0,0,6.0,0,357.0,0,213.0,0,30.0,0,2.0,0,58.8234265477582,0,0.0,0,0.4186347621815159,0,0.0,0
2023-02-02 04:30:00,1565.0,0,10.0,0,515.0,0,457.0,0,30.0,0,0.0,0,0.0,0,0.0,0,7.926350319750047,0,0.0,0
2023-02-02 04:45:00,3655.0,0,10.0,0,416.0,0,452.0,0,36.0,0,4.0,0,0.0,0,0.0,0,0.6720825678371057,0,0.0,0
2023-02-02 05:00:00,3401.0,0,8.0,0,704.0,0,982.0,0,43.0,0,5.0,0,0.0,0,0.0,0,0.3621637368960476,0,0.0,0
2023-02-02 05:15:00,5040.0,0,9.0,0,751.0,0,1065.0,0,44.0,0,1.0,0,0.0,0,0.0,0,0.843940379758729,0,0.0,0
2023-02-02 05:30:00,6726.0,0,10.0,0,551.0,0,908.0,0,63.0,0,24.0,0,0.0,0,0.0,0,0.9968425674609742,0,0.0,0
2023-02-02 05:45:00,6953.0,0,8.0,0,1000.0,0,1336.0,0,70.0,0,33.0,0,0.0,0,0.0,0,2.4394253141319417,0,0.0,0
2023-02-02 06:00:00,7618.0,0,11.0,0,1206.0,0,1229.0,0,79.0,0,31.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-02 06:15:00,6928.0,0,11.0,0,677.0,0,1400.0,0,88.0,0,30.0,0,9.944500392516249,0,0.0,0,0.3752323082776566,0,0.0,0
2023-02-02 06:30:00,7075.0,0,8.0,0,935.0,0,1246.0,0,96.0,0,2.0,0,0.0,0,0.0,0,0.2292571049722766,0,0.0,0
2023-02-02 06:45:00,7478.0,0,8.0,0,1062.0,0,1007.0,0,114.0,0,4.0,0,0.0,0,0.0,0,5.6044383836440295,0,0.0,0
2023-02-02 07:00:00,6240.0,0,9.0,0,1018.0,0,934.0,0,116.0,0,11.0,0,0.0,0,0.0,0,2.251133587835712,0,0.0,0
2023-02-02 07:15:00,4998.0,0,7.0,0,842.0,0,616.0,0,137.0,0,4.0,0,0.0,0,0.0,0,0.0073174376107895,0,0.0,0
2023-02-02 07:30:00,4520.0,0,11.0,0,632.0,0,955.0,0,146.0,0,1.0,0,0.0,0,2.7453891680367724,0,0.0944497659857693,0,0.0,0
2023-02-02 07:45:00,3656.0,0,9.0,0,798.0,0,503.0,0,132.0,0,8.0,0,0.0,0,0.0,0,0.0645271716007884,0,0.0,0
2023-02-02 08:00:00,4664.0,0,11.0,0,625.0,0,694.0,0,160.0,0,4.0,0,0.0,0,0.0,0,1.0221418050130215,0,0.0,0
2023-02-02 08:15:00,4997.0,0,7.0,0,654.0,0,771.0,0,159.0,0,8.0,0,39.11597085234928,0,0.0,0,2.408499968991569,0,0.0,0
2023-02-02 08:30:00,5004.0,0,9.0,0,753.0,0,652.0,0,145.0,0,10.0,0,0.0,0,0.4970180688225815,0,0.3942766084833651,0,0.0,0
2023-02-02 08:45:00,4680.0,0,10.0,0,646.0,0,720.0,0,160.0,0,7.0,0,0.0,0,0.0,0,1.4338252608482835,0,0.0,0
2023-02-02 09:00:00,4502.0,0,9.0,0,603.0,0,434.0,0,158.0,0,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-02 09:15:00,3975.0,0,11.0,0,674.0,0,751.0,0,175.0,0,10.0,0,0.0,0,0.0,0,0.3278633740082124,0,0.0,0
2023-02-02 09:30:00,4830.0,0,8.0,0,697.0,0,741.0,0,178.0,0,4.0,0,0.0,0,0.0,0,0.3942399272019848,0,0.0,0
2023-02-02 09:45:00,4374.0,0,9.0,0,750.0,0,598.0,0,174.0,0,3.0,0,0.0,0,0.0,0,0.648630292010612,0,0.0,0
2023-02-02 10:00:00,4163.0,0,8.0,0,701.0,0,696.0,0,188.0,0,8.0,0,0.0,0,0.0,0,0.1321039614950906,0,0.0,0
2023-02-02 10:15:00,3819.0,0,11.0,0,607.0,0,529.0,0,165.0,0,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-02 10:30:00,4172.0,0,7.0,0,705.0,0,728.0,0,195.0,0,8.0,0,0.0,0,0.0,0,1.1448099825495075,0,0.0,0
2023-02-02 10:45:00,4663.0,0,10.0,0,652.0,0,576.0,0,168.0,0,10.0,0,0.0,0,0.0,0,0.5845222904555142,0,0.0,0
2023-02-02 11:00:00,3709.0,0,7.0,0,755.0,0,613.0,0,173.0,0,5.0,0,47.96519095120275,0,0.0,0,0.1911171872304555,0,0.0,0
2023-02-02 11:15:00,4646.0,0,6.0,0,713.0,0,700.0,0,196.0,0,4.0,0,0.0,0,0.0,0,4.834459268194141,0,0.0,0
2023-02-02 11:30:00,4677.0,0,10.0,0,791.0,0,821.0,0,200.0,0,1.0,0,0.0,0,0.0,0,0.4476564694871773,0,0.0,0
2023-02-02 11:45:00,4841.0,0,7.0,0,766.0,0,744.0,0,190.0,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-02 12:00:00,3478.0,0,10.0,0,633.0,0,518.0,0,202.0,0,1.0,0,0.0,0,0.0,0,0.8113212006826291,0,0.0,0
2023-02-02 12:15:00,3451.0,0,9.0,0,625.0,0,498.0,0,198.0,0,10.0,0,0.0,0,0.0,0,0.813214548176288,0,0.0,0
2023-02-02 12:30:00,3774.0,0,10.0,0,635.0,0,505.0,0,187.0,0,6.0,0,0.0,0,0.0,0,0.9391643456463534,0,0.0,0
2023-02-02 12:45:00,3780.0,0,7.0,0,601.0,0,663.0,0,196.0,0,8.0,0,0.0,0,0.0,0,0.1138337302713769,0,0.0,0
2023-02-02 13:00:00,3301.0,0,9.0,0,670.0,0,265.0,0,183.0,0,6.0,0,0.0,0,0.0,0,0.3254577448241412,0,0.0,0
2023-02-02 13:15:00,4022.0,0,6.0,0,751.0,0,579.0,0,175.0,0,10.0,0,0.0,0,0.0,0,0.3459326254250889,0,0.0,0
2023-02-02 13:30:00,3718.0,0,7.0,0,639.0,0,245.0,0,173.0,0,11.0,0,0.0,0,0.0,0,0.2862783404111664,0,0.0,0
2023-02-02 13:45:00,5206.0,0,11.0,0,848.0,0,347.0,0,181.0,0,9.0,0,1.2273936248418449,0,0.0,0,0.9513780748613454,0,0.0,0
2023-02-02 14:00:00,3644.0,0,11.0,0,682.0,0,673.0,0,177.0,0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-02 14:15:00,5708.0,0,9.0,0,671.0,0,704.0,0,167.0,0,4.0,0,0.0,0,0.0,0,0.0122163225903561,0,0.0,0
2023-02-02 14:30:00,4455.0,0,10.0,0,903.0,0,386.0,0,157.0,0,2.0,0,0.0,0,0.0,0,1.3340587332524418,0,0.0,0
2023-02-02 14:45:00,5668.0,0,6.0,0,951.0,0,712.0,0,146.0,0,20.0,0,0.0,0,0.0,0,0.7990728417003939,0,0.0,0
2023-02-02 15:00:00,5562.0,0,9.0,0,775.0,0,997.0,0,149.0,0,17.0,0,0.0,0,0.0,0,0.4207032625796212,0,0.0,0
2023-02-02 15:15:00,5390.0,0,7.0,0,1066.0,0,595.0,0,137.0,0,4.0,0,0.0,0,0.0,0,0.2937309839299423,0,0.0,0
2023-02-02 15:30:00,7133.0,0,10.0,0,1266.0,0,1125.0,0,154.0,0,22.0,0,0.0,0,0.0,0,5.663803437752324,0,0.0,0
2023-02-02 15:45:00,5959.0,0,10.0,0,1283.0,0,1242.0,0,133.0,0,28.0,0,0.0,0,0.0,0,1.0928517156920967,0,0.0,0
2023-02-02 16:00:00,7263.0,0,11.0,0,1496.0,0,844.0,0,130.0,0,12.0,0,0.0,0,0.0,0,1.3883049191353325,0,0.0,0
2023-02-02 16:15:00,7235.0,0,10.0,0,1119.0,0,1422.0,0,127.0,0,17.0,0,0.0,0,0.0,0,0.2556043252094012,0,0.0,0
2023-02-02 16:30:00,8468.0,0,11.0,0,1442.0,0,1355.0,0,134.0,0,13.0,0,0.0,0,0.0,0,0.5637412451393597,0,0.0,0
2023-02-02 16:45:00,9393.0,0,8.0,0,1111.0,0,917.0,0,121.0,0,13.0,0,34.344925065305354,0,0.0,0,0.1982209410419249,0,0.0,0
2023-02-02 17:00:00,7699.0,0,7.0,0,963.0,0,1126.0,0,125.0,0,28.0,0,30.018584662212525,0,0.0,0,0.277193568155442,0,0.0,0
2023-02-02 17:15:00,9093.0,0,9.0,0,1150.0,0,887.0,0,102.0,0,21.0,0,0.0,0,0.0,0,0.139749748901786,0,0.0,0
2023-02-02 17:30:00,7689.0,0,9.0,0,1004.0,0,1107.0,0,103.0,0,9.0,0,0.0,0,0.0,0,0.3145020939871583,0,0.0,0
2023-02-02 17:45:00,6433.0,0,8.0,0,1160.0,0,1242.0,0,94.0,0,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2023-02-02 18:00:00,4467.0,0,10.0,0,1153.0,0,1206.0,0,94.0,0,16.0,0,0.0,0,0.0,0,1.1535542289465217,0,0.0,0
2023-02-02 18:15:00,4447.0,0,6.0,0,972.0,0,1012.0,0,91.0,0,8.0,0,0.0,0,0.0,0,0.3929026245698277,0,0.0,0
2023-02-02 18:30:00,4215.0,0,9.0,0,843.0,0,1023.0,0,85.0,0,12.0,0,0.0,0,0.0,0,0.8356960906272068,0,0.0,0
2023-02-02 18:45:00,4141.0,0,10.0,0,952.0,0,876.0,0,84.0,0,4.0,0,33.95056314695387,0,0.0,0,1.2051829344388756,0,0.0,0
2023-02-02 19:00:00,4629.0,0,5.0,0,772.0,0,1059.0,0,80.0,0,2.0,0,0.0,0,0.0,0,0.0278945967193415,0,0.0,0
2023-02-02 19:15:00,4786.0,0,10.0,0,530.0,0,906.0,0,72.0,0,5.0,0,0.0,0,0.0,0,0.1959010513053695,0,0.0,0
